id,exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,category,laterality,exercise_classification,inserted_at,equipment
8534,Alternating Double Dumbbell Bent Over Row,https://youtu.be/UKjQMYiQnS0?si=Lg6kuQMDGFaxi6X7,,Beginner,Back,Latissimus Dorsi,Rhomboids,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8535,Battle Rope Alternating Cossack Squat Alternating Wave,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Battle Ropes
8536,Bodyweight Low Switch Cossack Squat,https://youtu.be/sj_bFtL9Oy4?si=osmoYlG_O5Fs6lPE,,Beginner,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Bodyweight
8537,Barbell Zercher Alternating Cossack Squat,https://youtu.be/mPyE_hQolbs?si=0ulL0aaE23nJ0OiJ,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Barbell
8538,Barbell Zercher Cossack Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Barbell
8539,Barbell Zercher Low Switch Cossack Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Barbell
8540,Barbell Zercher Foot Elevated Cossack Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Barbell
8541,Barbell Zombie Squat,https://youtu.be/Siwj8KDU5zI?si=qiHYnyo8qzTOwk1L,https://youtu.be/UNxVJsKCYFc?si=_9cwP9k4OoN-j8Ot,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Barbell
8542,Barbell Zombie Split Squat,,https://youtu.be/KRkgAJe8Uo4?si=0wdpF0mE1yM7kNjz,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Barbell
8543,Heavy Sandbag Bear Hug Cossack Squat,https://youtu.be/G5gCl5b0E-4?feature=shared,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Heavy Sandbag
8544,Heavy Sandbag Bear Hug Alternating Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Heavy Sandbag
8545,Heavy Sandbag Shoulder Contralateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Unsorted*,2025-08-10 01:02:45.779018+00,Heavy Sandbag
8546,Heavy Sandbag Shoulder Alternating Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Heavy Sandbag
8547,Heavy Sandbag Shoulder Ipsilateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Heavy Sandbag
8548,Barbell Zombie Cyclist Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Barbell
8549,Single Arm Suspension Foot Elevated Ipsilateral Cossack Squat,,,Beginner,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Suspension Trainer
8550,Single Arm Suspension Ipsilateral Cossack Squat,https://youtu.be/8xX1a7o6bKU?si=rLYvcvZkeDzk1KV5,,Beginner,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Suspension Trainer
8551,Battle Rope Low Switch Cossack Squat Alternating Wave,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Battle Ropes
8552,Plate Overhead Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Weight Plate
8553,Plate Overhead Alternating Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Weight Plate
8554,Plate Overhead Low Switch Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Weight Plate
8555,Plate Overhead Foot Elevated Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Weight Plate
8556,Bulgarian Bag Back Rack Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Bulgarian Bag
8557,Bulgarian Bag Back Rack Alternating Cossack Squat,https://youtu.be/wqXP71ooU44?si=oje6--5yoC_aZeha,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Bulgarian Bag
8558,Bulgarian Bag Back Rack Low Switch Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Bulgarian Bag
8559,Bulgarian Bag Back Rack Foot Elevated Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Bulgarian Bag
8560,Sandbag Front Rack Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sandbag
8561,Sandbag Front Rack Alternating Cossack Squat,https://youtu.be/XOCZvsIB-ys?si=icJ1C2ots-yLy5_7,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sandbag
8562,Sandbag Front Rack Low Switch Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sandbag
8563,Sandbag Front Rack Foot Elevated Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sandbag
8564,Bulgarian Bag Back Rack Bulgarian Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Bulgarian Bag
8565,Plate Dead Bug,https://youtu.be/DPNDaQoxjsQ?si=KOvphYYrIaszuK1F,,Novice,Abdominals,Rectus Abdominis,Obliques,Core,Unilateral,Postural,2025-08-10 01:02:45.779018+00,Weight Plate
8566,Sandbag Front Rack Bulgarian Split Squat,https://youtu.be/41RTZolbtPk?si=HjTttPYPllgpQXeT,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sandbag
8567,Sandbag Back Rack Bulgarian Split Squat,https://youtu.be/uuVkmAJd-y0?si=JvCPYFXj-MAzRMAF,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sandbag
8568,Plate Russian Twist,https://youtu.be/JYftrLVWUD8?si=WwaPZ7K8HUnsrnqN,https://youtu.be/8ohhG1Y4tzU?si=QVPlYYzdIkgNwonk,Novice,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Weight Plate
8569,Plate Feet Elevated Russian Twist,https://youtu.be/4p5jWyz-YRQ?si=A80S2QY5Wu5Lql2-,,Novice,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Weight Plate
8570,Bodyweight Feet Elevated Russian Twist,https://youtu.be/WT9UCB_1Y8Q?si=dmkzRkM-dzlFe1ux,https://youtu.be/874-Or2w75o?si=koYCn0aGS7qYWc8s,Novice,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Bodyweight
8571,Bodyweight Russian Twist,https://youtu.be/m-dlg3v8SkY?si=KI1hgOAtTqI0ty6r,https://youtu.be/hg7xqoWmYhw?si=cUMpM7AIyf--MpHB,Beginner,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Bodyweight
8572,Landmine Russian Twist,https://youtu.be/OyKu-DvXxAc?feature=shared,,Novice,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Landmine
8573,Bodyweight Alternating Hawaiian Squat,https://youtu.be/_nfx1aDx87o?si=T4Vw1FKJpAnHEuV6,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Calisthenics,2025-08-10 01:02:45.779018+00,Bodyweight
8574,Bodyweight Hawaiian Squat,https://youtu.be/6mefiFE8CVM?si=KyPC_eM0qqnT8F_x,https://youtu.be/Tm9u4Lahm7s?si=XSf1ikmSQUlIL9OF,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Calisthenics,2025-08-10 01:02:45.779018+00,Bodyweight
8575,Suspension Hawaiian Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Suspension Trainer
8576,Bodyweight Hand Assisted Hawaiian Squat,https://youtu.be/qnw_7_U_fJU?si=0CZNhyLC07DBXGKk,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Calisthenics,2025-08-10 01:02:45.779018+00,Bodyweight
8577,Double Kettlebell Incline Bench Press,https://youtu.be/Co5EWd-aiVk?si=NBvXIzNsQ1egWtQz,,Beginner,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8578,Single Arm Kettlebell Incline Bench Press,https://youtu.be/ifEMtPwfvV0?si=_xR4TF-oMs8-LVSH,,Beginner,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8579,Alternating Double Kettlebell Incline Bench Press,https://youtu.be/R3_u3kg7Ioo?si=ekSihU-Mge0xIWxv,,Beginner,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8580,Single Arm Kettlebell Seated Overhead Press,https://youtu.be/LcVh7l7WyJo,,Beginner,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8581,Single Arm Kettlebell Knee Supported Row,https://youtu.be/JdXRG8B3N8E?si=uO1aFa0IBUO3nVqz,https://youtu.be/l_cgMGUbFfc?si=-xSrea1LJbWpdbzh,Beginner,Back,Latissimus Dorsi,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8582,Macebell Offset Thruster,https://youtu.be/yeaFdnu5pls?si=N1yYEQFwZfUlKLMg,,Intermediate,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Macebell
8583,Single Arm Dummbell Overhead Foot Elevated Contralateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8584,Single Arm Dummbell Overhead Foot Elevated Ipsilateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8585,Double Kettlebell Seated Overhead Press,https://youtu.be/vSjthx8vHNs?si=HUKI9YcVXeNdFeVx,,Beginner,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8586,Double Dumbbell Suitcase Cyclist Squat,https://youtu.be/1ij5SfH4PMo?si=HuKVOjAkOpK16kCi,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8587,Single Arm Dumbbell Suitcase Cyclist Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8588,Alternating Double Kettlebell Seated Overhead Press,https://youtu.be/AlwLsoYSZo8?si=vd7o72xnaBnjH3gj,,Beginner,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8589,Double Kettlebell Bench Press,https://youtu.be/R2LOc0ZTcLI?si=0ry8ntEThAk2l6WI,,Beginner,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8590,Single Arm Macebell Order Cyclist Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Macebell
8591,Plate Overhead Cyclist Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Weight Plate
8592,Bulgarian Bag Back Rack Cyclist Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Bulgarian Bag
8593,Sandbag Front Rack Cyclist Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sandbag
8594,Heavy Sandbag Bear Hug Cyclist Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Heavy Sandbag
8595,Heavy Sandbag Shoulder Cyclist Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Heavy Sandbag
8596,Landmine Goblet Cyclist Squat,https://youtu.be/MeBEmS3QRjE?si=lZ0o-kYlVdKtkDqe,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Landmine
8597,Double Dumbbell Tall Kneeling Shrug,https://youtu.be/-E9IilV53AI?si=3376PVeqdmgVn2AJ,https://youtu.be/uN5rwCivJXc?si=jZRWafwZEh2p1iIN,Beginner,Trapezius,Upper Trapezius,Levator Scapulae,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8598,Single Arm Kettlebell Bench Press,https://youtu.be/jme7uJ99oI4?si=zSBDr4Bv5l6vINmf,https://youtu.be/g5EZwana3R0?si=hdAX7pyAoiCI7kwS,Beginner,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8599,Dumbbell Goblet Pistol Squat,https://youtu.be/QPzYCYVpsFA?si=Kc9-HoWbiLTj997Y,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:45.779018+00,Dumbbell
8600,Dumbbell Goblet Alternating Pistol Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:45.779018+00,Dumbbell
8601,Alternating Double Kettlebell Bench Press,https://youtu.be/nE9UnkFqPMg?si=uhDy9WDlpMa_ogud,,Beginner,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8602,Bodyweight Alternating Pistol Squat,https://youtu.be/uqIMqZmyyH8?si=J2AzvjdNfcenC6Jm,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Calisthenics,2025-08-10 01:02:45.779018+00,Bodyweight
8603,Barbell Zombie Pistol Squat,https://youtu.be/G-neztXXSCA?si=txR7W1HSVUCckbMc,,Expert,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:45.779018+00,Barbell
8604,Barbell Front Rack Pistol Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:45.779018+00,Barbell
8605,Barbell Back Rack Pistol Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:45.779018+00,Barbell
8606,Barbell Zercher Pistol Squat,,,Expert,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:45.779018+00,Barbell
8607,Dumbbell Crush Grip Front Rack Squat,https://youtu.be/00Dc5QnwzGI?feature=shared,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8608,Double Kettlebell Decline Bench Press,,https://youtu.be/bKh4C0xyCRw?si=hRBvxJouDXj8MfIL,Beginner,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8609,Single Arm Kettlebell Decline Bench Press,,,Beginner,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8610,Single Arm Macebell Order Squat,,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Macebell
8611,Sandbag Front Rack Squat,https://youtu.be/-TTZd1lASkw?si=T4OTaFzbqRaGAc3m,https://youtu.be/gNapNZqyYEQ?si=7yIu-b9Efjvb3Mvl,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sandbag
8612,Sandbag Back Rack Squat,https://youtu.be/TTZlek-Jeec?si=nJsuOnJws7uylodj,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sandbag
8613,Sandbag Back Rack Alternating Cossack Squat,https://youtu.be/V-CvLcQhsPk?feature=shared,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sandbag
8614,Sandbag Back Rack Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sandbag
8615,Sandbag Back Rack Low Switch Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sandbag
8616,Sandbag Back Rack Foot Elevated Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sandbag
8617,Bulgarian Bag Back Rack Curtsy Lunge,https://youtu.be/6Y7jLhsURck?si=ZI60iuhlYRh4x0Ul,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Bulgarian Bag
8618,Bulgarian Bag Back Rack Alternating Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Bulgarian Bag
8619,Alternating Double Kettlebell Decline Bench Press,,,Beginner,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8620,Single Arm Suspension Ipsilateral Skater Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Balance,2025-08-10 01:02:45.779018+00,Suspension Trainer
8621,Sandbag Back Rack Walking Lunge,https://youtu.be/LUESjt8b2vY?si=vYksLJ6mIw7_F_DZ,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sandbag
8622,Resistance Band Pull Apart,https://youtu.be/Z9Bryd2XtwY?si=13MbA6khrvgobwKt,https://youtu.be/kn5simXHspc?si=12YyyWs66i5tclcg,Beginner,Shoulders,Posterior Deltoids,,Upper Body,Bilateral,Mobility,2025-08-10 01:02:45.779018+00,Resistance Band
8623,Sandbag Bent Over Row,https://youtu.be/QWniDREaQVY?si=nOmYsg0t5nXPcb0Q,https://youtu.be/hnt1DO1q4fs?si=Nbw2OkPvZt3CvBtf,Beginner,Back,Latissimus Dorsi,Rhomboids,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sandbag
8624,Double Dumbbell Bent Over Reverse Fly,https://youtu.be/hf7jnF45N_I?si=1OHNa_B7yazQ9w4L,,Beginner,Shoulders,Posterior Deltoids,,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8625,Single Arm Dumbbell Knee Supported Tricep Kickback,https://youtu.be/om2bTuwKGes?si=nJJaeiJglypyQD_G,https://youtu.be/ZO81bExngMI?si=tAjqe65qTyEFxoMh,Beginner,Triceps,Triceps Brachii,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8626,Double Dumbbell Incline Bench Prone Tricep Kickback,https://youtu.be/kR9mqN6rxpQ?si=1GxxxZw4G3kFbAi0,https://youtu.be/PJSQwBUwifw?feature=shared,Beginner,Triceps,Triceps Brachii,,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8627,Single Arm Cable Tricep Kickback,https://youtu.be/DYsQWSbj7UM?si=XUOYSUKOaqGmOCQP,https://youtu.be/ZvF4Oi_6Vtg?si=Pu0EfDBC9h0ygyq-,Beginner,Triceps,Triceps Brachii,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Cable
8628,Single Arm Dumbbell Tricep Kickback,https://youtu.be/MQOnCts9N9c?si=0NLgrLb84fi_4vxZ,,Beginner,Triceps,Triceps Brachii,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8629,Slider Dumbbell Goblet Lateral Lunge,https://youtu.be/bN9sXaI7tdg?si=W3RoLGE6wUeZ8kQg,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sliders
8630,Slider Single Arm Dumbbell Front Rack Contralateral Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sliders
8631,Slider Single Arm Dumbbell Front Rack Ipsilateral Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sliders
8632,Slider Single Arm Dumbbell Overhead Contralateral Lateral Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sliders
8633,Slider Single Arm Dumbbell Overhead Ipsilateral Lateral Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sliders
8634,Slider Single Arm Dumbbell Low Hold Contralateral Lateral Lunge,https://youtu.be/QJ_WNRYaM-s?feature=shared,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sliders
8635,Double Dumbbell Low Hold Alternating Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8636,Double Dumbbell Seated Shrug,https://youtu.be/9IGbUVfZan8?si=FGf_5wCGLmr8DVD_,https://youtu.be/WLKlzUFqwgM?si=eGbw33LUwxuQonoJ,Beginner,Trapezius,Upper Trapezius,Levator Scapulae,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8637,Double Kettlebell Seated Shrug,,,Beginner,Trapezius,Upper Trapezius,Levator Scapulae,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8638,Slider Clubbell Order Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sliders
8639,Slider Double Clubbell Order Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sliders
8640,Slider Single Arm Clubbell Order Contralateral Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sliders
8641,Slider Single Arm Clubbell Order Ipsilateral Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sliders
8642,Slider Macebell Order Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sliders
8643,Slider Single Arm Macebell Order Contralateral Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sliders
8644,Slider Single Arm Macebell Order Ipsilateral Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sliders
8645,Stability Ball Miniband Feet Elevated Glute Bridge,,,Novice,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Stability Ball
