exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,equipment ,Category,Laterality,Primary Exercise Classification
Barbell Staggered Stance Overhead Press,Video Demonstration,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Barbell,Upper Body,Bilateral,Unsorted*
Double Kettlebell Front Rack 90/90 Hip Shift to Alternating Overhead Press,,,Advanced,Shoulders,Anterior Deltoids,,Kettlebell,Full Body,Unilateral,Unsorted*
Kettlebell Dead Bug,Video Demonstration,,Novice,Abdominals,Rectus Abdominis,Obliques,Kettlebell,Core,Unilateral,Postural
Battle Rope Isometric Split Squat Alternating Side Slam,,,Advanced,Abdominals,Obliques,Rectus Abdominis,Battle Ropes,Core,Unilateral,Balance
Superband Standing Hip Adduction,Video Demonstration,,Novice,Adductors,Adductor Magnus,,Superband,Lower Body,Unilateral,Unsorted*
Superband Lateral Step Hip Adduction,Video Demonstration,,Novice,Adductors,Adductor Magnus,,Superband,Lower Body,Unilateral,Unsorted*
Double Kettlebell Bottoms Up Front Rack Walking Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Kettlebell Dead Clean to Horn Grip Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Bilateral,Ballistics
Double Kettlebell Bottoms Up Front Rack March,Video Demonstration,,Intermediate,Hip Flexors,Iliopsoas,Rectus Abdominis,Kettlebell,Core,Unilateral,Balance
Double Kettlebell Bottoms Up Overhead March,,,Intermediate,Hip Flexors,Iliopsoas,Rectus Abdominis,Kettlebell,Core,Unilateral,Balance
Suspension Alternating Cossack Squat,Video Demonstration,Video Explanation,Beginner,Quadriceps,Quadriceps Femoris,Adductor Magnus,Suspension Trainer,Lower Body,Unilateral,Bodybuilding
Battle Rope Single Leg Standing Alternating Wave,Video Demonstration,Video Explanation,Intermediate,Biceps,Biceps Brachii,,Battle Ropes,Upper Body,Unilateral,Balance
Superband Assisted Dips,Video Demonstration,Video Explanation,Novice,Triceps,Triceps Brachii ,Pectoralis Major,Superband,Upper Body,Bilateral,Calisthenics
Battle Rope Isometric Split Squat Alternating Wave,,,Advanced,Biceps,Biceps Brachii,Quadriceps Femoris,Battle Ropes,Full Body,Unilateral,Balance
Alternating Single Arm Kettlebell Ballistic Row,Video Demonstration,,Intermediate,Back,Latissimus Dorsi,Biceps Brachii,Kettlebell,Upper Body,Unilateral,Ballistics
Double Kettlebell Bottoms Up Overhead Press,Video Demonstration,Video Explanation,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Kettlebell,Upper Body,Bilateral,Unsorted*
Suspension Split Squat,Video Demonstration,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Suspension Trainer,Lower Body,Unilateral,Bodybuilding
Single Arm Kettlebell Tactical Clean,Video Demonstration,,Advanced,Glutes,Gluteus Maximus,,Kettlebell,Full Body,Unilateral,Ballistics
Suspension Cyclist Squat,Video Demonstration,Video Explanation,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Suspension Trainer,Lower Body,Bilateral,Bodybuilding
Macebell 360,Video Demonstration,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Macebell,Upper Body,Bilateral,Ballistics
Single Arm Suspension Contralateral Skater Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Suspension Trainer,Lower Body,Contralateral,Balance
Single Arm Macebell 360,Video Demonstration,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Macebell,Upper Body,Unilateral,Ballistics
Double Kettlebell Front Rack Pivot Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Front Rack Pivot Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Overhead Pivot Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Bodyweight Cyclist Squat,Video Demonstration,Video Explanation,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bodyweight,Lower Body,Bilateral,Bodybuilding
Kettlebell Half Kneeling Rotational Swing,Video Demonstration,,Intermediate,Abdominals,Obliques,Rectus Abdominis,Kettlebell,Full Body,Unilateral,Ballistics
Double Kettlebell Clean to Push Jerk,Video Demonstration,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Kettlebell,Full Body,Bilateral,Ballistics
Alternating Single Arm Kettlebell Clean to Push Jerk,,,Intermediate,Shoulders,Anterior Deltoids,Gluteus Maximus,Kettlebell,Full Body,Unilateral,Ballistics
Kettlebell Isometric Split Squat Low to High Chop,Video Demonstration,,Advanced,Abdominals,Obliques,Rectus Abdominis,Kettlebell,Core,Unilateral,Balance
Kettlebell Isometric Split Squat Alternating Halo,,,Advanced,Shoulders,Posterior Deltoids,Medial Deltoids,Kettlebell,Full Body,Unilateral,Balance
Double Kettlebell Front Rack March,Video Demonstration,,Novice,Hip Flexors,Iliopsoas,Rectus Abdominis,Kettlebell,Core,Unilateral,Balance
Double Kettlebell Suitcase March,Video Demonstration,,Novice,Hip Flexors,Iliopsoas,Rectus Abdominis,Kettlebell,Core,Unilateral,Balance
Single Arm Kettlebell Rotational Half Snatch,Video Demonstration,Video Explanation,Advanced,Shoulders,Anterior Deltoids,Obliques,Kettlebell,Full Body,Unilateral,Ballistics
Double Kettlebell Dead Clean to Front Rack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Bilateral,Ballistics
Double Kettlebell Front Rack Alternating Shin Box Hip Extension,,,Advanced,Glutes,Gluteus Maximus,,Kettlebell,Lower Body,Unilateral,Mobility
Double Kettlebell Overhead Alternating Shin Box Hip Extension,,,Advanced,Glutes,Gluteus Maximus,,Kettlebell,Lower Body,Bilateral,Mobility
Double Kettlebell Bottoms Up Turkish Get Up,,,Expert,Abdominals,Obliques,Rectus Abdominis,Kettlebell,Full Body,Bilateral,Grinds
Slider Single Leg Hamstring Curl,Video Demonstration,,Advanced,Hamstrings,Biceps Femoris,Gluteus Maximus,Sliders,Lower Body,Unilateral,Bodybuilding
Kettlebell Staggered Stance Rotational Swing,Video Demonstration,,Intermediate,Abdominals,Obliques,Rectus Abdominis,Kettlebell,Full Body,Bilateral,Unsorted*
Single Arm Suspension Cyclist Squat,,Video Explanation,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Suspension Trainer,Lower Body,Bilateral,Bodybuilding
Single Arm Kettlebell Suitcase Alternating Curtsy Lunge Pass Through,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Barbell Low Bar Pause Back Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Bilateral,Powerlifting
Barbell Front Rack Pause Squat,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Bilateral,Olympic Weightlifting 
Barbell High Bar Pause Back Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Bilateral,Unsorted*
Barbell Overhead Pause Squat,,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Bilateral,Unsorted*
Single Arm Kettlebell Suitcase Walking Lunge Pass Through,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Ring Hanging Knees to Wrists,,,Advanced,Abdominals,Rectus Abdominis,Iliopsoas,Gymnastic Rings,Core,Bilateral,Calisthenics
Slider Suspension Lateral Lunge,,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sliders,Lower Body,Unilateral,Bodybuilding
Macebell 10 to 2 ,Video Demonstration,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Macebell,Upper Body,Bilateral,Ballistics
Dumbbell Goblet Cyclist Squat,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Bilateral,Bodybuilding
Slider Barbell Front Rack Lateral Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sliders,Lower Body,Unilateral,Bodybuilding
Slider Barbell Back Rack Lateral Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sliders,Lower Body,Unilateral,Bodybuilding
Barbell Overhead Alternating Cossack Squat,Video Demonstration,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Barbell,Lower Body,Unilateral,Bodybuilding
Barbell Overhead Alternating Reverse Lunge,Video Demonstration,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Bodybuilding
Macebell Single Leg Standing Bent Knee Ballistic Curl,,,Intermediate,Biceps,Biceps Brachii,,Macebell,Upper Body,Unilateral,Balance
Double Kettlebell Suitcase Carry,Video Demonstration,Video Explanation,Beginner,Forearms,Brachioradialis,,Kettlebell,Full Body,Bilateral,Unsorted*
Single Arm Kettlebell Suitcase Carry,Video Demonstration,Video Explanation,Beginner,Forearms,Brachioradialis,Obliques,Kettlebell,Full Body,Unilateral,Unsorted*
Double Kettlebell Bottoms Up Front Rack Cossack Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Alternating Single Arm Kettlebell Knee Hover Quadruped Pull Through,Video Demonstration,,Intermediate,Abdominals,Rectus Abdominis,Obliques,Kettlebell,Core,Unilateral,Unsorted*
Single Arm Kettlebell High Pull,Video Demonstration,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,,Kettlebell,Full Body,Bilateral,Ballistics
Double Indian Club Outer Heart Shaped Swing,Video Demonstration,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,,Indian Club,Upper Body,Bilateral,Mobility
Alternating Single Arm Kettlebell Thruster,,,Intermediate,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Kettlebell,Full Body,Unilateral,Bodybuilding
Double Kettlebell Suitcase Knee Over Toe Split Squat,,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Double Kettlebell Sumo Deadlift to Push Up,,,Intermediate,Back,Latissimus Dorsi,Gluteus Maximus,Kettlebell,Full Body,Bilateral,Bodybuilding
Alternating Single Arm Kettlebell Clean to Thruster,,,Intermediate,Shoulders,Anterior Deltoids,Gluteus Maximus,Kettlebell,Full Body,Unilateral,Unsorted*
Suspension Alternating Curtsy Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Suspension Trainer,Lower Body,Unilateral,Bodybuilding
Single Arm Kettlebell Single Leg Balance Transfer,Video Demonstration,,Intermediate,Abdominals,Rectus Abdominis,Gluteus Medius,Kettlebell,Full Body,Unilateral,Balance
Barbell Front Rack Alternating Forward Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Bodybuilding
Barbell Front Rack Alternating Reverse Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Bodybuilding
Barbell Overhead Alternating Forward Lunge,Video Demonstration,Video Explanation,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Bodybuilding
Macebell Alternating 360,,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Macebell,Upper Body,Bilateral,Ballistics
Clubbell Shield Cast,,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Clubbell,Upper Body,Bilateral,Ballistics
Single Arm Clubbell Shield Cast,Video Demonstration,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Clubbell,Upper Body,Unilateral,Ballistics
Macebell Barbarian Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Posterior Deltoids,Macebell,Full Body,Bilateral,Unsorted*
Single Arm Macebell Barbarian Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Posterior Deltoids,Macebell,Full Body,Unilateral,Unsorted*
Alternating Double Clubbell Shield Cast,Video Demonstration,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Clubbell,Upper Body,Bilateral,Ballistics
Double Clubbell Side Shoulder Cast,,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,,Clubbell,Upper Body,Bilateral,Unsorted*
Macebell Isometric Split Squat Low to High Chop,,,Advanced,Abdominals,Obliques,Rectus Abdominis,Macebell,Full Body,Unilateral,Balance
Double Clubbell Side Shoulder Cast to Side Flag Press,,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,,Clubbell,Upper Body,Bilateral,Unsorted*
Clubbell Mill,Video Demonstration,,Intermediate,Shoulders,Posterior Deltoids,Gluteus Maximus,Clubbell,Upper Body,Bilateral,Ballistics
Clubbell Half Kneeling Shield Cast,,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Clubbell,Upper Body,Bilateral,Ballistics
Double Clubbell Iron Cross,Video Demonstration,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,,Clubbell,Upper Body,Bilateral,Unsorted*
Double Clubbell Half Kneeling Iron Cross,,,Intermediate,Shoulders,Posterior Deltoids,,Clubbell,Upper Body,Bilateral,Unsorted*
Clubbell Gamma Cast,,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Clubbell,Upper Body,Bilateral,Unsorted*
Clubbell Half Kneeling Gamma Cast,,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Clubbell,Upper Body,Bilateral,Unsorted*
Double Clubbell Side Flag Press,Video Demonstration,Video Explanation,Intermediate,Shoulders,Lateral Deltoids,,Clubbell,Upper Body,Bilateral,Unsorted*
Single Arm Kettlebell Suitcase Foot Elevated Contralateral Knee Over Toe Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Contralateral,Bodybuilding
Single Arm Kettlebell Suitcase Contralateral Knee Over Toe Split Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Contralateral,Bodybuilding
Double Indian Club Inner Heart Shaped Swing,Video Demonstration,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,,Indian Club,Upper Body,Bilateral,Mobility
Alternating Double Indian Club Inner Heart Shaped Swing,Video Demonstration,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,,Indian Club,Upper Body,Unilateral,Mobility
Alternating Double Clubbell Side Flag Press,,,Intermediate,Shoulders,Lateral Deltoids,,Clubbell,Upper Body,Unilateral,Unsorted*
Single Arm Clubbell Side Flag Press,Video Demonstration,,Intermediate,Shoulders,Lateral Deltoids,,Clubbell,Upper Body,Unilateral,Unsorted*
Single Arm Clubbell Inside Circle,Video Demonstration,Video Explanation,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Clubbell,Full Body,Unilateral,Ballistics
Alternating Double Clubbell Inside Circle,,Video Explanation,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Clubbell,Full Body,Unilateral,Ballistics
Single Arm Clubbell Side Shoulder Cast,,,Intermediate,Shoulders,Posterior Deltoids,,Clubbell,Upper Body,Unilateral,Unsorted*
Barbell Reverse Grip Bicep Curl,Video Demonstration,Video Explanation,Novice,Forearms,Brachioradialis,Biceps Brachii,Barbell,Upper Body,Bilateral,Bodybuilding
Single Arm Clubbell Reverse Mill,Video Demonstration,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,Gluteus Maximus,Clubbell,Upper Body,Unilateral,Ballistics
Clubbell Clean to Barbarian Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Full Body,Bilateral,Unsorted*
Clubbell Tall Kneeling Gamma Cast,,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Clubbell,Upper Body,Bilateral,Unsorted*
Clubbell Inside Circle,,Video Explanation,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Clubbell,Full Body,Bilateral,Ballistics
Clubbell Tall Kneeling Shield Cast,,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Clubbell,Upper Body,Bilateral,Ballistics
Clubbell Isometric Split Squat Shield Cast,,,Advanced,Shoulders,Posterior Deltoids,Quadriceps Femoris,Clubbell,Full Body,Unilateral,Balance
Clubbell Single Leg Standing Bent Knee Shield Cast,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Clubbell,Full Body,Bilateral,Balance
Single Arm Clubbell Tall Kneeling Shield Cast,,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Clubbell,Upper Body,Bilateral,Ballistics
Single Arm Clubbell Mill,Video Demonstration,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,Gluteus Maximus,Clubbell,Upper Body,Unilateral,Ballistics
Double Clubbell Isometric Split Squat Iron Cross,,,Advanced,Shoulders,Posterior Deltoids,Quadriceps Femoris,Clubbell,Full Body,Unilateral,Balance
Double Clubbell Single Leg Standing Bent Knee Iron Cross,,,Advanced,Shoulders,Posterior Deltoids,Quadriceps Femoris,Clubbell,Full Body,Bilateral,Unsorted*
Double Kettlebell Suitcase Deadlift,Video Demonstration,Video Explanation,Beginner,Back,Latissimus Dorsi,Gluteus Maximus,Kettlebell,Full Body,Bilateral,Bodybuilding
Double Kettlebell Bottoms Up Clean,Video Demonstration,,Intermediate,Glutes,Gluteus Maximus,,Kettlebell,Full Body,Bilateral,Ballistics
Double Clubbell Mill,Video Demonstration,,Intermediate,Shoulders,Posterior Deltoids,Gluteus Maximus,Clubbell,Upper Body,Bilateral,Ballistics
Alternating Single Arm Clubbell Mill,Video Demonstration,,Intermediate,Shoulders,Posterior Deltoids,Gluteus Maximus,Clubbell,Upper Body,Unilateral,Ballistics
Clubbell Isometric Split Squat Gamma Cast,,,Advanced,Shoulders,Posterior Deltoids,Quadriceps Femoris,Clubbell,Full Body,Unilateral,Balance
Clubbell Single Leg Standing Bent Knee Gamma Cast,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Clubbell,Full Body,Bilateral,Unsorted*
Macebell Alternating 360 to Ballistic Curl,Video Demonstration,,Intermediate,Shoulders,Posterior Deltoids,Biceps Brachii,Macebell,Upper Body,Bilateral,Ballistics
Bar Chin Up,Video Demonstration,,Intermediate,Biceps,Biceps Brachii,Latissimus Dorsi,Pull Up Bar,Upper Body,Bilateral,Calisthenics
Bar Pull Up,Video Demonstration,Video Explanation,Intermediate,Back,Latissimus Dorsi,Biceps Brachii,Pull Up Bar,Upper Body,Bilateral,Calisthenics
Single Arm Clubbell Side Swing,,,Intermediate,Abdominals,Obliques,Gluteus Maximus,Clubbell,Full Body,Bilateral,Ballistics
Single Arm Clubbell Inside Pendulum,Video Demonstration,Video Explanation,Intermediate,Abdominals,Obliques,Gluteus Maximus,Clubbell,Full Body,Unilateral,Ballistics
Double Clubbell Swipe,Video Demonstration,Video Explanation,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Clubbell,Full Body,Bilateral,Ballistics
Single Arm Clubbell Swipe,Video Demonstration,Video Explanation,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Clubbell,Full Body,Unilateral,Ballistics
Single Arm Clubbell Cross Body Swipe,,Video Explanation,Intermediate,Abdominals,Obliques,Gluteus Maximus,Clubbell,Full Body,Unilateral,Ballistics
Bar Scapular Pull Up,Video Demonstration,,Intermediate,Back,Latissimus Dorsi,Rhomboids,Pull Up Bar,Upper Body,Bilateral,Calisthenics
Single Arm Clubbell Inside Circle to Shield Cast,,Video Explanation,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Clubbell,Full Body,Unilateral,Ballistics
Clubbell Barbarian Squat,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Posterior Deltoids,Clubbell,Full Body,Bilateral,Unsorted*
Single Arm Clubbell Inside Circle to Outside Circle,,Video Explanation,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Clubbell,Full Body,Unilateral,Ballistics
